userID,placeID,rating,food_rating,service_rating,latitude_user,longitude_user,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,latitude_rest,longitude_rest,name,address,city,state,country,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,other_services,Rcuisine,parking_lot,rest_payment_methods,user_payment_methods,age,price_category,frequent_rater,payment_match
U1067,132732,1,2,2,23.752269,-99.168605,false,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.7543569,-99.171288,Taqueria EL amigo ,Calle Mezquite Fracc Framboyanes,Cd Victoria,Tamaulipas,Mexico,no_alcohol_served,none,casual,completely,low,familiar,f,open,none,mexican,none,cash,cash,39,Affordable,True,True
U1067,132630,1,0,1,23.752269,-99.168605,false,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.7529305,-99.1644725,palomo tec,blvrd emilio portes gil,victoria,tamaulipas,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,mexican,none,,cash,39,Affordable,True,
U1067,135104,0,0,0,23.752269,-99.168605,false,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.7529821,-99.1684341,vips,,,,,full_bar,not permitted,informal,completely,medium,familiar,t,closed,variety,mexican,yes,"MasterCard-Eurocard, VISA, cash",cash,39,Moderate,True,True
U1067,132560,1,0,0,23.752269,-99.168605,false,abstemious,no preference,family,public,single,independent,1987,technology,thrifty-protector,Christian,student,green,92,medium,1.73,23.7523041,-99.1669133,puesto de gorditas,frente al tecnologico,victoria,tamaulipas,mexico,no_alcohol_served,permitted,informal,no_accessibility,low,familiar,f,open,none,regional,public,cash,cash,39,Affordable,True,True
U1103,132584,1,2,1,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7523648,-99.1652879,Gorditas Dona Tota,,,,,no_alcohol_served,not permitted,informal,completely,medium,familiar,t,closed,none,mexican,yes,cash,"bank_debit_cards, cash",37,Moderate,True,True
U1103,132732,0,0,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7543569,-99.171288,Taqueria EL amigo ,Calle Mezquite Fracc Framboyanes,Cd Victoria,Tamaulipas,Mexico,no_alcohol_served,none,casual,completely,low,familiar,f,open,none,mexican,none,cash,"bank_debit_cards, cash",37,Affordable,True,True
U1103,132630,1,2,0,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7529305,-99.1644725,palomo tec,blvrd emilio portes gil,victoria,tamaulipas,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,mexican,none,,"bank_debit_cards, cash",37,Affordable,True,
U1103,132613,2,2,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7529035,-99.165076,carnitas_mata,lic. Emilio portes gil,victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,medium,familiar,t,closed,none,mexican,yes,cash,"bank_debit_cards, cash",37,Moderate,True,True
U1103,132667,1,2,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7526973,-99.1633594,little pizza Emilio Portes Gil,calle emilio portes gil,victoria ,tamaulipas,,no_alcohol_served,none,informal,completely,low,familiar,t,closed,none,armenian,none,cash,"bank_debit_cards, cash",37,Affordable,True,True
U1103,135104,1,2,0,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7529821,-99.1684341,vips,,,,,full_bar,not permitted,informal,completely,medium,familiar,t,closed,variety,mexican,yes,"MasterCard-Eurocard, VISA, cash","bank_debit_cards, cash",37,Moderate,True,True
U1103,132663,1,0,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7525107,-99.1669536,tacos abi,,victoria,tamaulipas,mexico,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,mexican,none,,"bank_debit_cards, cash",37,Affordable,True,
U1103,132733,2,2,2,23.752265,-99.16859,false,abstemious,formal,friends,public,single,independent,1989,technology,hard-worker,Jewish,professional,green,120,medium,1.9,23.7527071,-99.1625655,Little Cesarz,,Ciudad Victoria,Tamaulipas,Mexico,no_alcohol_served,not permitted,informal,completely,medium,familiar,t,closed,none,pizzeria,yes,"MasterCard-Eurocard, VISA, bank_debit_cards, cash","bank_debit_cards, cash",37,Moderate,True,True
U1107,132660,2,2,1,23.742409,-99.171889,false,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,,blue,87,high,1.79,23.7529428,-99.1646791,carnitas mata calle Emilio Portes Gil,Emilio Portes Gil,victoria,tamaulipas,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,,none,,"bank_debit_cards, cash",37,Affordable,False,
U1107,132584,2,2,2,23.742409,-99.171889,false,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,,blue,87,high,1.79,23.7523648,-99.1652879,Gorditas Dona Tota,,,,,no_alcohol_served,not permitted,informal,completely,medium,familiar,t,closed,none,mexican,yes,cash,"bank_debit_cards, cash",37,Moderate,False,True
U1107,132733,2,2,2,23.742409,-99.171889,false,abstemious,no preference,friends,car owner,single,independent,1989,variety,hard-worker,Catholic,,blue,87,high,1.79,23.7527071,-99.1625655,Little Cesarz,,Ciudad Victoria,Tamaulipas,Mexico,no_alcohol_served,not permitted,informal,completely,medium,familiar,t,closed,none,pizzeria,yes,"MasterCard-Eurocard, VISA, bank_debit_cards, cash","bank_debit_cards, cash",37,Moderate,False,True
U1044,135088,2,2,2,18.95298,-99.260789,true,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.8760113,-99.2198896,Cafeteria cenidet,Interior Internado Palmira SN,Cuernavaca,Morelos,Mexico,no_alcohol_served,not permitted,informal,no_accessibility,low,quiet,f,closed,none,cafeteria,public,cash,"MasterCard-Eurocard, VISA, bank_debit_cards, cash",57,Affordable,False,True
U1044,132583,1,2,1,18.95298,-99.260789,true,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.9222904,-99.234332,McDonalds Centro,Rayon sn col. Centro,Cuernavaca,Morelos,Mexico,no_alcohol_served,not permitted,informal,partially,low,familiar,t,closed,none,american,none,"MasterCard-Eurocard, VISA, bank_debit_cards, cash","MasterCard-Eurocard, VISA, bank_debit_cards, cash",57,Affordable,False,True
U1070,132608,2,2,1,23.753237,-99.166868,false,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,23.7588052,-99.1651297,Hamburguesas La perica,cd. mier,victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,low,quiet,t,open,none,mexican,public,cash,cash,35,Affordable,False,True
U1070,132609,1,1,1,23.753237,-99.166868,false,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,23.7602683,-99.1658646,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,no_alcohol_served,not permitted,informal,completely,low,quiet,t,closed,none,fast_food,yes,cash,cash,35,Affordable,False,True
U1070,132613,1,1,0,23.753237,-99.166868,false,casual drinker,informal,friends,public,single,independent,1991,variety,thrifty-protector,Catholic,student,green,47,low,1.6,23.7529035,-99.165076,carnitas_mata,lic. Emilio portes gil,victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,medium,familiar,t,closed,none,mexican,yes,cash,cash,35,Moderate,False,True
U1031,132663,0,0,0,23.735698,-99.159851,false,abstemious,informal,solitary,,married,kids,1992,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,23.7525107,-99.1669536,tacos abi,,victoria,tamaulipas,mexico,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,mexican,none,,"American_Express, cash",34,Affordable,False,
U1031,132665,0,0,0,23.735698,-99.159851,false,abstemious,informal,solitary,,married,kids,1992,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,23.7367977,-99.1342413,TACOS CORRECAMINOS,,victoria,tamaulipas,mexico,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,mexican,none,,"American_Express, cash",34,Affordable,False,
U1031,132668,0,0,0,23.735698,-99.159851,false,abstemious,informal,solitary,,married,kids,1992,none,hard-worker,Catholic,unemployed,white,40,medium,1.6,23.738212,-99.1519547,TACOS EL GUERO,,victoria,tamaulipas,mexico,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,mexican,none,,"American_Express, cash",34,Affordable,False,
U1082,132630,1,1,1,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7529305,-99.1644725,palomo tec,blvrd emilio portes gil,victoria,tamaulipas,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,mexican,none,,cash,37,Affordable,True,
U1023,132715,0,0,0,23.752943,-99.166589,false,casual drinker,informal,friends,car owner,single,independent,1988,none,hard-worker,Catholic,student,blue,103,low,1.79,23.7324226,-99.1586602,tacos de la estacion,,,,,no_alcohol_served,none,informal,no_accessibility,low,quiet,f,open,none,mexican,none,cash,cash,38,Affordable,False,True
U1023,132717,0,0,0,23.752943,-99.166589,false,casual drinker,informal,friends,car owner,single,independent,1988,none,hard-worker,Catholic,student,blue,103,low,1.79,23.7318602,-99.1504365,tortas hawai,,,,,no_alcohol_served,not permitted,informal,partially,medium,familiar,f,closed,none,fast_food,public,cash,cash,38,Moderate,False,True
U1082,132613,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7529035,-99.165076,carnitas_mata,lic. Emilio portes gil,victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,medium,familiar,t,closed,none,mexican,yes,cash,cash,37,Moderate,True,True
U1082,132594,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7521677,-99.165709,tacos de barbacoa enfrente del Tec,,,,,no_alcohol_served,not permitted,informal,completely,low,familiar,f,open,none,mexican,public,cash,cash,37,Affordable,True,True
U1082,132608,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7588052,-99.1651297,Hamburguesas La perica,cd. mier,victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,low,quiet,t,open,none,mexican,public,cash,cash,37,Affordable,True,True
U1082,132609,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7602683,-99.1658646,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,no_alcohol_served,not permitted,informal,completely,low,quiet,t,closed,none,fast_food,yes,cash,cash,37,Affordable,True,True
U1082,132663,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7525107,-99.1669536,tacos abi,,victoria,tamaulipas,mexico,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,mexican,none,,cash,37,Affordable,True,
U1082,132560,0,0,0,23.753061,-99.166095,true,abstemious,informal,friends,public,single,,1989,variety,hard-worker,Catholic,student,black,63,medium,1.69,23.7523041,-99.1669133,puesto de gorditas,frente al tecnologico,victoria,tamaulipas,mexico,no_alcohol_served,permitted,informal,no_accessibility,low,familiar,f,open,none,regional,public,cash,cash,37,Affordable,True,True
U1060,132564,2,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7309245,-99.1451848,churchs,,,,,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,,none,,cash,35,Affordable,False,
U1060,132717,2,2,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7318602,-99.1504365,tortas hawai,,,,,no_alcohol_served,not permitted,informal,partially,medium,familiar,f,closed,none,fast_food,public,cash,cash,35,Moderate,False,True
U1060,132733,2,1,2,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7527071,-99.1625655,Little Cesarz,,Ciudad Victoria,Tamaulipas,Mexico,no_alcohol_served,not permitted,informal,completely,medium,familiar,t,closed,none,pizzeria,yes,"MasterCard-Eurocard, VISA, bank_debit_cards, cash",cash,35,Moderate,False,True
U1060,132740,1,2,1,23.715238,-99.158864,false,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84,23.7521965,-99.1666317,Carreton de Flautas y Migadas,,Ciudad Victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,low,familiar,f,open,none,mexican,none,cash,cash,35,Affordable,False,True
U1015,135071,0,0,0,22.12676,-100.905209,true,social drinker,informal,family,public,single,independent,1989,technology,thrifty-protector,Catholic,student,black,87,medium,1.67,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,full_bar,section,informal,no_accessibility,medium,familiar,f,closed,none,bar,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,37,Moderate,True,True
U1015,135071,0,0,0,22.12676,-100.905209,true,social drinker,informal,family,public,single,independent,1989,technology,thrifty-protector,Catholic,student,black,87,medium,1.67,22.126375,-100.910926,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,SLP,Mexico,full_bar,section,informal,no_accessibility,medium,familiar,f,closed,none,bar_pub_brewery,yes,"American_Express, MasterCard-Eurocard, VISA, cash",cash,37,Moderate,True,True
U1123,132733,1,2,1,23.753112,-99.168567,false,abstemious,informal,family,,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7527071,-99.1625655,Little Cesarz,,Ciudad Victoria,Tamaulipas,Mexico,no_alcohol_served,not permitted,informal,completely,medium,familiar,t,closed,none,pizzeria,yes,"MasterCard-Eurocard, VISA, bank_debit_cards, cash",cash,39,Moderate,True,True
U1123,132608,1,2,1,23.753112,-99.168567,false,abstemious,informal,family,,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7588052,-99.1651297,Hamburguesas La perica,cd. mier,victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,low,quiet,t,open,none,mexican,public,cash,cash,39,Affordable,True,True
U1123,135104,2,2,2,23.753112,-99.168567,false,abstemious,informal,family,,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7529821,-99.1684341,vips,,,,,full_bar,not permitted,informal,completely,medium,familiar,t,closed,variety,mexican,yes,"MasterCard-Eurocard, VISA, cash",cash,39,Moderate,True,True
U1123,132584,1,2,0,23.753112,-99.168567,false,abstemious,informal,family,,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7523648,-99.1652879,Gorditas Dona Tota,,,,,no_alcohol_served,not permitted,informal,completely,medium,familiar,t,closed,none,mexican,yes,cash,cash,39,Moderate,True,True
U1123,132667,1,2,1,23.753112,-99.168567,false,abstemious,informal,family,,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7526973,-99.1633594,little pizza Emilio Portes Gil,calle emilio portes gil,victoria ,tamaulipas,,no_alcohol_served,none,informal,completely,low,familiar,t,closed,none,armenian,none,cash,cash,39,Affordable,True,True
U1123,132740,1,1,1,23.753112,-99.168567,false,abstemious,informal,family,,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7521965,-99.1666317,Carreton de Flautas y Migadas,,Ciudad Victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,low,familiar,f,open,none,mexican,none,cash,cash,39,Affordable,True,True
U1123,132613,1,2,1,23.753112,-99.168567,false,abstemious,informal,family,,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7529035,-99.165076,carnitas_mata,lic. Emilio portes gil,victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,medium,familiar,t,closed,none,mexican,yes,cash,cash,39,Moderate,True,True
U1123,132594,1,1,1,23.753112,-99.168567,false,abstemious,informal,family,,single,independent,1987,technology,hard-worker,Catholic,student,green,110,medium,1.75,23.7521677,-99.165709,tacos de barbacoa enfrente del Tec,,,,,no_alcohol_served,not permitted,informal,completely,low,familiar,f,open,none,mexican,public,cash,cash,39,Affordable,True,True
U1021,132740,2,2,1,23.730569,-99.171883,false,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62,23.7521965,-99.1666317,Carreton de Flautas y Migadas,,Ciudad Victoria,Tamaulipas,Mexico,no_alcohol_served,permitted,informal,completely,low,familiar,f,open,none,mexican,none,cash,cash,42,Affordable,False,True
U1026,132626,2,2,2,23.733,-99.133,false,abstemious,formal,family,public,single,independent,1989,technology,hunter-ostentatious,Catholic,student,red,49,medium,1.55,23.7375834,-99.1351318,la perica hamburguesa,,victoria,tamaulipas,,no_alcohol_served,none,informal,completely,medium,familiar,t,closed,none,italian,yes,"American_Express, cash","bank_debit_cards, cash",37,Moderate,False,True
U1021,132668,2,2,2,23.730569,-99.171883,false,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62,23.738212,-99.1519547,TACOS EL GUERO,,victoria,tamaulipas,mexico,no_alcohol_served,none,informal,completely,low,familiar,f,closed,none,mexican,none,,cash,42,Affordable,False,
U1021,132715,2,2,1,23.730569,-99.171883,false,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62,23.7324226,-99.1586602,tacos de la estacion,,,,,no_alcohol_served,none,informal,no_accessibility,low,quiet,f,open,none,mexican,none,cash,cash,42,Affordable,False,True
U1044,134987,0,0,0,18.95298,-99.260789,true,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73,18.932725,-99.225211,Chilis Cuernavaca,Rio Mayo Colonia Vista Hermosa Esq. Rio Balsas,Cuernavaca,Morelos,Mexico,wine-beer,none,informal,no_accessibility,medium,familiar,f,closed,none,,none,cash,"MasterCard-Eurocard, VISA, bank_debit_cards, cash",57,Moderate,False,True
U1083,135034,2,2,2,22.13392,-101.028373,false,abstemious,,,,,,1981,none,hard-worker,none,,yellow,40,,1.6,22.140517,-101.021422,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,japanese,none,"American_Express, MasterCard-Eurocard, VISA, cash",cash,45,Moderate,True,True
U1083,132723,1,1,1,22.13392,-101.028373,false,abstemious,,,,,,1981,none,hard-worker,none,,yellow,40,,1.6,22.1489337,-101.019845,Gordas de morales,,,San Luis Potosi,Mexico,full_bar,section,informal,completely,medium,familiar,f,closed,none,mexican,public,"VISA, cash",cash,45,Moderate,True,True
U1083,135046,2,2,1,22.13392,-101.028373,false,abstemious,,,,,,1981,none,hard-worker,none,,yellow,40,,1.6,22.141282,-101.002958,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,fast_food,yes,"MasterCard-Eurocard, VISA, cash",cash,45,Moderate,True,True
U1108,135075,2,2,2,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.139573,-100.991564,Mariscos El Pescador,Himno Nacional 2104 Tangamanga,San Luis Potosi,SLP,Mexico,no_alcohol_served,none,informal,no_accessibility,medium,familiar,f,closed,none,seafood,yes,cash,"MasterCard-Eurocard, VISA, cash",43,Moderate,True,True
U1108,132572,1,2,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.1416471,-100.9927118,Cafe Chaires,,San Luis Potosi,San Luis Potosi,Mexico,no_alcohol_served,not permitted,informal,completely,low,familiar,f,closed,none,cafeteria,yes,cash,"MasterCard-Eurocard, VISA, cash",43,Affordable,True,True
U1108,135074,2,2,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.149689,-100.999525,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,high,familiar,f,closed,none,contemporary,public,"MasterCard-Eurocard, VISA, cash","MasterCard-Eurocard, VISA, cash",43,Expensive,True,True
U1108,135028,1,1,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,SLP,Mexico,wine-beer,none,informal,no_accessibility,medium,familiar,f,closed,none,mexican,none,"American_Express, MasterCard-Eurocard, VISA, cash","MasterCard-Eurocard, VISA, cash",43,Moderate,True,True
U1108,135085,1,2,1,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.150802,-100.98268,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,SLP,Mexico,no_alcohol_served,not permitted,informal,no_accessibility,medium,familiar,f,closed,none,fast_food,public,cash,"MasterCard-Eurocard, VISA, cash",43,Moderate,True,True
U1108,135032,2,1,2,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,cafeteria,public,"MasterCard-Eurocard, VISA, cash","MasterCard-Eurocard, VISA, cash",43,Moderate,True,True
U1108,135032,2,1,2,22.143524,-100.987562,false,abstemious,informal,solitary,public,single,independent,1983,technology,thrifty-protector,Catholic,student,blue,76,medium,1.81,22.152481,-100.973486,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,SLP,Mexico,wine-beer,section,informal,no_accessibility,medium,familiar,f,closed,none,contemporary,public,"MasterCard-Eurocard, VISA, cash","MasterCard-Eurocard, VISA, cash",43,Moderate,True,True
